Gender,Age,AgeGroup,TotalSpendings,ServiceCost,Profit
female,47,45-49,67512.07,11779.08,55732.99
Male,46,45-49,44128.72,21802.93,22325.79
female,53,50-54,56252.54,23791.2,32461.34
female,40,40-44,52236.49,31146.39,21090.1
female,32,30-34,29744.44,31945.52,-2201.08
Male,52,50-54,55439.03,39932.31,15506.72
Female,46,45-49,54541.25,21732.96,32808.29
female,30,30-34,32336.17,23441.26,8894.91
male,44,40-44,65253.33,24841.54,40411.79
Male,38,35-39,54581.88,28476.12,26105.76
female,44,40-44,62394.01,31756.51,30637.5
female,53,50-54,32838.93,33441.38,-602.45
male,32,30-34,45895.68,14941.36,30954.32
Female,51,50-54,61806.03,39559.99,22246.04
Female,48,45-49,34317.09,33756.4,560.69
Female,42,40-44,46188.9,37061.7,9127.2
female,41,40-44,54065.02,10888.86,43176.16
female,49,45-49,31054.2,36655.18,-5600.98
female,30,30-34,36786.1,22039.48,14746.62
Male,50,50-54,63820.84,26394.21,37426.63
male,46,45-49,50597.95,41472.05,9125.9
female,42,40-44,61767.0,35260.76,26506.24
male,30,30-34,51820.96,24586.49,27234.47
male,39,35-39,74558.96,36369.53,38189.43
Female,44,40-44,54387.32,32886.44,21500.88
Male,36,35-39,62697.79,26741.12,35956.67
female,51,50-54,47539.14,33806.3,13732.84
Female,47,45-49,52107.3,26974.61,25132.69
Female,45,45-49,56418.71,33095.36,23323.35
female,43,40-44,58078.06,32993.39,25084.67
male,47,45-49,49610.09,34027.47,15582.62
Female,36,35-39,50027.44,45394.69,4632.75
male,46,45-49,55019.2,37562.06,17457.14
Male,47,45-49,55012.63,37999.84,17012.79
male,41,40-44,39749.42,25784.77,13964.65
Male,37,35-39,52249.61,17860.91,34388.7
male,51,50-54,53207.74,28498.47,24709.27
Female,31,30-34,40236.82,26108.96,14127.86
Female,36,35-39,59059.27,34796.89,24262.38
Male,33,30-34,54127.45,28418.74,25708.71
female,47,45-49,73306.49,40609.79,32696.7
Male,35,35-39,49739.86,16086.62,33653.24
Male,38,35-39,61361.11,27765.27,33595.84
male,38,35-39,55391.26,32982.34,22408.92
male,43,40-44,69214.4,22195.59,47018.81
Male,37,35-39,40300.19,37240.48,3059.71
Female,48,45-49,45046.86,36978.96,8067.9
male,32,30-34,40642.93,26550.07,14092.86
female,47,45-49,49220.82,51191.12,-1970.3
male,34,30-34,38752.76,21057.54,17695.22
male,43,40-44,34739.16,19228.93,15510.23
female,33,30-34,28665.76,26206.13,2459.63
Male,36,35-39,28025.3,31522.33,-3497.03
female,49,45-49,56563.92,17094.04,39469.88
Male,54,50-54,45445.62,34954.03,10491.59
Male,41,40-44,37662.48,49682.35,-12019.87
Male,31,30-34,43409.2,18855.91,24553.29
female,40,40-44,44720.97,31571.33,13149.64
Male,43,40-44,40354.0,37663.62,2690.38
Female,51,50-54,66055.5,36125.46,29930.04
female,52,50-54,64168.29,47267.25,16901.04
Female,45,45-49,65884.9,26244.99,39639.91
Male,49,45-49,51791.96,45887.88,5904.08
male,35,35-39,52804.64,29517.89,23286.75
Male,52,50-54,43473.86,25918.24,17555.62
Female,33,30-34,41529.29,45033.08,-3503.79
Female,44,40-44,50217.26,27058.27,23158.99
female,53,50-54,56523.56,38569.24,17954.32
male,54,50-54,61957.68,26058.63,35899.05
female,30,30-34,44540.11,19807.59,24732.52
Female,36,35-39,37472.66,19829.99,17642.67
Male,54,50-54,57339.85,35644.89,21694.96
male,41,40-44,31818.56,21488.59,10329.97
Male,39,35-39,49607.89,28319.3,21288.59
Male,34,30-34,50893.05,24803.54,26089.51
male,41,40-44,46212.12,22969.6,23242.52
female,47,45-49,34547.55,23945.08,10602.47
Male,39,35-39,46343.89,31658.14,14685.75
Female,35,35-39,66425.42,6176.63,60248.79
Male,41,40-44,55917.22,36752.63,19164.59
male,36,35-39,61617.15,19640.49,41976.66
male,47,45-49,37827.98,20660.66,17167.32
male,31,30-34,52557.08,18447.96,-6715.0370294095155
female,39,35-39,50883.4,32153.36,18730.04
Male,44,40-44,51077.05,41711.21,9365.84
female,41,40-44,55558.46,28914.87,26643.59
female,46,45-49,51473.23,33495.08,17978.15
male,33,30-34,38105.41,34310.76,3794.65
male,36,35-39,56132.54,35929.58,20202.96
female,38,35-39,58408.84,21971.41,36437.43
Male,48,45-49,63194.79,42747.65,20447.14
Female,52,50-54,63636.53,27328.3,36308.23
female,36,35-39,54764.33,32248.48,22515.85
Male,52,50-54,38571.63,28800.2,9771.43
male,31,30-34,34706.16,26436.18,8269.98
male,35,35-39,47729.06,37516.55,10212.51
Male,47,45-49,59194.71,35080.89,24113.82
Female,35,35-39,58550.35,12510.62,46039.73
male,42,40-44,52739.99,33353.26,19386.73
male,48,45-49,49634.41,46781.0,2853.41
male,31,30-34,69037.35,31485.88,37551.47
Male,41,40-44,55740.32,25913.4,29826.92
female,44,40-44,49127.27,26932.35,22194.92
male,43,40-44,43545.59,25504.6,18040.99
female,35,35-39,39913.95,20807.81,19106.14
Female,47,45-49,38929.36,28522.57,10406.79
male,34,30-34,39915.07,28486.24,11428.83
male,47,45-49,52809.52,34801.3,18008.22
Female,32,30-34,49819.3,25820.09,23999.21
male,32,30-34,46740.85,46087.41,653.44
female,51,50-54,57364.78,22506.36,34858.42
Male,51,50-54,68091.75,31178.09,36913.66
female,39,35-39,41766.53,24019.42,17747.11
Male,48,45-49,43257.14,25690.66,17566.48
Male,32,30-34,27829.48,27764.32,65.16
female,41,40-44,49736.69,31630.51,18106.18
female,45,45-49,48723.79,36423.22,12300.57
female,46,45-49,58927.9,26274.83,32653.07
female,36,35-39,49131.87,18025.4,31106.47
Female,42,40-44,44118.91,40957.1,3161.81
male,53,50-54,51926.86,22182.86,29744.0
Male,31,30-34,55570.68,28028.08,27542.6
female,33,30-34,33822.71,30441.15,3381.56
female,39,35-39,60068.91,29182.41,30886.5
female,36,35-39,63063.03,18704.58,44358.45
Female,53,50-54,55474.55,36896.42,18578.13
female,46,45-49,40654.45,7453.95,33200.5
female,49,45-49,46739.73,37838.32,8901.41
female,35,35-39,61828.74,39250.95,22577.79
male,48,45-49,40217.79,37225.6,2992.19
Female,34,30-34,56286.44,27566.09,28720.35
female,39,35-39,49492.28,31035.27,18457.01
Male,38,35-39,51601.93,24645.82,26956.11
Male,42,40-44,41642.29,30549.36,11092.93
Male,48,45-49,53306.64,35033.25,18273.39
Female,50,50-54,52590.76,21239.68,31351.08
Female,53,50-54,34906.41,28925.7,5980.71
Male,35,35-39,49955.56,26182.41,23773.15
female,33,30-34,56138.97,39382.94,16756.03
Female,53,50-54,46147.17,22471.57,23675.6
Male,32,30-34,25522.69,35009.26,-9486.57
Male,32,30-34,48851.83,29577.89,19273.94
female,33,30-34,64664.68,29005.91,35658.77
male,54,50-54,46555.31,35248.64,11306.67
Female,34,30-34,64286.51,26928.1,37358.41
female,37,35-39,41876.42,30826.16,11050.26
Male,45,45-49,38390.29,38888.83,-498.54
Male,51,50-54,49948.97,23784.23,26164.74
female,32,30-34,41774.22,32167.81,9606.41
Female,53,50-54,53298.58,37050.79,16247.79
male,41,40-44,46274.29,33735.5,12538.79
male,54,50-54,64739.17,40249.47,24489.7
Male,37,35-39,45583.33,29041.26,16542.07
Female,42,40-44,50897.37,35371.45,15525.92
male,33,30-34,55963.36,38821.72,17141.64
Female,43,40-44,59563.16,16467.31,43095.85
Female,43,40-44,64796.43,26745.77,38050.66
Male,42,40-44,47651.37,33032.54,14618.83
male,35,35-39,46006.92,37364.78,8642.14
female,46,45-49,30860.83,31948.33,-1087.5
Male,33,30-34,70417.11,41173.15,29243.96
male,37,35-39,53609.64,25726.63,27883.01
male,46,45-49,57518.08,20120.98,37397.1
male,32,30-34,55557.29,36357.5,19199.79
male,46,45-49,50495.35,29096.01,21399.34
male,38,35-39,53503.53,23297.71,30205.82
Female,31,30-34,44403.38,43667.34,736.04
Male,54,50-54,46979.01,35975.06,11003.95
Female,42,40-44,40497.94,35209.19,5288.75
female,49,45-49,65572.44,42746.21,22826.23
male,31,30-34,55614.81,26903.3,28711.51
Male,49,45-49,69761.73,41307.59,28454.14
male,40,40-44,72963.83,33348.09,39615.74
Male,51,50-54,35958.44,25282.83,10675.61
Female,44,40-44,59852.28,29944.06,29908.22
Male,40,40-44,36420.36,31492.68,4927.68
female,52,50-54,51774.17,38901.73,12872.44
female,32,30-34,53147.29,19199.91,33947.38
Male,32,30-34,37128.34,16012.25,21116.09
Male,41,40-44,42624.82,23699.51,18925.31
Male,53,50-54,53603.51,29458.11,24145.4
Male,34,30-34,51763.01,35715.46,16047.55
female,49,45-49,39816.28,26337.33,13478.95
male,36,35-39,43019.69,33337.16,9682.53
Male,36,35-39,35085.6,42825.1,-7739.5
Male,42,40-44,37970.76,16405.85,21564.91
female,38,35-39,46285.8,28911.69,17374.11
female,54,50-54,59874.53,49355.73,10518.8
Female,50,50-54,61142.33,24314.25,36828.08
Male,42,40-44,68334.37,23464.91,44869.46
Female,41,40-44,54242.64,34168.49,20074.15
female,42,40-44,51882.83,25761.9,26120.93
female,53,50-54,54951.46,38606.28,16345.18
male,39,35-39,54855.56,49800.68,5054.88
Male,30,30-34,33834.86,30597.87,3236.99
Female,54,50-54,68888.73,51901.6,16987.13
female,37,35-39,30690.61,26376.51,4314.1
female,51,50-54,61487.62,28658.95,32828.67
Female,45,45-49,50563.87,22321.2,28242.67
male,42,40-44,39105.03,26399.01,12706.02
female,32,30-34,55313.74,28090.38,27223.36
Male,32,30-34,48818.61,33311.89,15506.72
female,53,50-54,43174.62,20031.44,23143.18
Male,34,30-34,36185.22,25859.67,10325.55
Female,40,40-44,35344.93,26062.47,9282.46
Male,36,35-39,43890.89,37148.36,6742.53
Female,50,50-54,46130.12,30933.16,15196.96
Male,53,50-54,37894.57,30934.59,6959.98
Female,39,35-39,50384.8,30666.05,19718.75
Male,39,35-39,39318.64,16043.08,23275.56
male,49,45-49,53602.21,42858.25,10743.96
Male,31,30-34,62313.79,22600.49,39713.3
Male,32,30-34,52893.74,37120.61,15773.13
male,37,35-39,49061.65,28198.62,20863.03
female,40,40-44,44651.03,25108.39,19542.64
female,42,40-44,64460.99,38349.63,26111.36
Male,36,35-39,48064.84,20450.56,27614.28
male,42,40-44,74902.24,21127.42,53774.82
Male,31,30-34,38169.64,31259.81,6909.83
Female,35,35-39,52899.07,31497.98,21401.09
Female,38,35-39,64127.24,36556.01,27571.23
Male,49,45-49,43098.64,35732.47,7366.17
female,54,50-54,47638.76,29445.16,18193.6
female,31,30-34,56261.47,30835.73,25425.74
Male,47,45-49,53878.9,28837.86,25041.04
Male,45,45-49,55596.99,41342.74,14254.25
Female,54,50-54,61602.58,22143.58,39459.0
female,41,40-44,46532.46,30253.17,16279.29
Male,36,35-39,64370.26,36156.2,28214.06
Female,36,35-39,32799.85,38879.76,-6079.91
female,46,45-49,60774.38,24658.14,36116.24
male,42,40-44,61472.06,22235.79,39236.27
Female,40,40-44,42255.3,20068.45,22186.85
female,35,35-39,35493.64,27256.36,8237.28
female,52,50-54,47678.33,32033.44,15644.89
Female,43,40-44,54038.03,26222.56,27815.47
male,35,35-39,46649.01,35593.61,11055.4
Female,35,35-39,55019.42,29475.54,25543.88
female,31,30-34,69377.44,34876.02,34501.42
Male,51,50-54,36352.88,31177.43,5175.45
Male,49,45-49,30458.95,16517.95,13941.0
Female,54,50-54,49307.02,20801.22,28505.8
female,44,40-44,43198.31,39256.91,3941.4
Male,46,45-49,45196.85,22504.43,22692.42
female,37,35-39,62669.13,36815.54,25853.59
Female,34,30-34,48793.84,31009.95,17783.89
Male,46,45-49,49710.05,22123.61,27586.44
female,49,45-49,45632.02,35997.16,9634.86
Male,30,30-34,49611.99,26178.61,23433.38
Female,51,50-54,52685.01,31212.5,21472.51
female,47,45-49,77845.88,28321.16,49524.72
Male,44,40-44,52796.57,8366.43,44430.14
Female,34,30-34,61626.95,35390.03,26236.92
Male,36,35-39,51864.0,36137.45,15726.55
Male,47,45-49,29722.11,26047.44,3674.67
male,35,35-39,44329.28,35138.88,9190.4
male,51,50-54,52789.11,23025.98,29763.13
Female,50,50-54,57234.15,23189.11,34045.04
male,34,30-34,52102.29,31916.89,20185.4
Female,48,45-49,59203.51,24430.85,34772.66
male,39,35-39,35400.15,28966.57,6433.58
Male,44,40-44,50487.92,22487.9,28000.02
Female,39,35-39,63279.63,19723.36,43556.27
Female,45,45-49,40284.4,31661.68,8622.72
Male,41,40-44,61205.91,31736.36,-6234.339254409984
Female,47,45-49,60689.07,30153.64,30535.43
Female,52,50-54,37629.75,27675.06,9954.69
male,30,30-34,53378.79,24371.26,29007.53
Female,45,45-49,51588.14,21350.53,30237.61
female,51,50-54,48236.37,21036.81,27199.56
Male,35,35-39,34731.11,25168.99,9562.12
male,32,30-34,47369.4,38170.26,9199.14
male,31,30-34,48437.04,31848.01,16589.03
female,31,30-34,33016.99,32882.0,134.99
Male,42,40-44,36948.48,19954.32,16994.16
Male,38,35-39,40730.05,31485.72,9244.33
male,45,45-49,39517.18,32696.54,6820.64
Female,34,30-34,53262.7,42686.91,10575.79
male,52,50-54,59115.11,29849.74,29265.37
Male,50,50-54,46894.57,26849.69,20044.88
female,36,35-39,57662.9,23868.84,33794.06
male,42,40-44,59524.88,30477.96,29046.92
Male,49,45-49,49147.07,28440.8,20706.27
male,53,50-54,54080.44,38979.63,15100.81
Female,42,40-44,47766.55,37215.98,10550.57
male,36,35-39,38771.7,22039.38,16732.32
male,39,35-39,42532.41,29822.46,12709.95
Male,44,40-44,53261.48,49579.84,3681.64
Male,50,50-54,48786.7,18273.62,30513.08
Male,35,35-39,57371.73,28505.89,28865.84
male,34,30-34,31130.13,36019.99,-4889.86
Female,52,50-54,33534.28,28099.22,5435.06
female,31,30-34,34717.75,27423.85,7293.9
female,50,50-54,51666.53,26243.18,25423.35
Male,44,40-44,36218.97,21488.99,14729.98
Male,45,45-49,53201.29,28647.59,24553.7
male,48,45-49,57530.1,38208.2,19321.9
female,38,35-39,65162.5,19825.35,45337.15
Male,51,50-54,64059.08,32133.58,31925.5
Female,48,45-49,43045.8,38631.97,4413.83
Female,36,35-39,33303.62,29834.77,3468.85
Male,33,30-34,43680.58,26630.16,17050.42
Male,32,30-34,59768.36,35394.68,24373.68
female,53,50-54,46103.1,22797.77,23305.33
female,49,45-49,49756.79,33375.2,16381.59
male,40,40-44,44428.39,28667.7,15760.69
female,30,30-34,65812.03,30501.14,35310.89
Female,35,35-39,39855.39,43412.26,-3556.87
Female,40,40-44,50667.66,39249.5,11418.16
Male,30,30-34,61082.39,41852.28,19230.11
female,50,50-54,68415.49,23456.35,44959.14
male,36,35-39,43051.98,21826.05,21225.93
Female,35,35-39,59608.06,33733.94,25874.12
Female,43,40-44,43677.35,32592.19,11085.16
male,31,30-34,63771.6,14188.32,49583.28
male,33,30-34,67294.67,32701.06,34593.61
Female,40,40-44,41104.05,46378.5,-5274.45
Female,44,40-44,56534.64,45176.43,11358.21
male,47,45-49,61132.87,24402.42,36730.45
Female,30,30-34,47057.33,35688.24,11369.09
Male,32,30-34,55477.14,22887.76,32589.38
Male,32,30-34,56000.17,29232.81,26767.36
male,36,35-39,70096.5,23438.14,46658.36
female,30,30-34,30289.98,20647.87,9642.11
male,54,50-54,49440.86,37066.33,12374.53
male,40,40-44,37497.47,32291.95,5205.52
female,35,35-39,50137.98,33552.89,16585.09
female,49,45-49,42171.42,35064.27,7107.15
female,32,30-34,47450.83,31578.01,15872.82
Male,48,45-49,41258.53,21699.0,19559.53
Female,31,30-34,51553.67,31683.13,19870.54
Male,47,45-49,60738.94,28257.05,32481.89
Female,41,40-44,46272.65,28468.78,17803.87
Male,39,35-39,64306.22,22450.84,41855.38
Female,34,30-34,60439.57,17950.36,42489.21
Male,38,35-39,70340.69,25462.12,44878.57
female,31,30-34,54113.57,34362.88,19750.69
male,31,30-34,49383.56,29444.77,19938.79
Male,35,35-39,34147.63,44265.37,-10117.74
Female,39,35-39,42183.13,29475.81,12707.32
female,47,45-49,47920.97,31559.3,16361.67
Male,41,40-44,49104.93,30132.97,18971.96
Male,33,30-34,73487.22,21498.82,51988.4
female,51,50-54,47930.23,29828.31,18101.92
Male,50,50-54,32316.47,21453.26,10863.21
male,46,45-49,56645.7,29452.09,27193.61
Male,44,40-44,56064.98,15920.52,40144.46
male,35,35-39,45410.7,29444.3,15966.4
male,45,45-49,71276.7,31184.38,40092.32
female,46,45-49,31033.79,31760.95,-727.16
Male,32,30-34,62494.57,18523.68,43970.89
female,39,35-39,47089.03,33845.75,13243.28
Male,34,30-34,40495.82,35272.14,5223.68
Male,43,40-44,74003.98,22334.66,51669.32
Female,50,50-54,57366.97,37882.91,19484.06
Male,42,40-44,47015.61,31509.55,15506.06
female,35,35-39,46812.36,29518.26,17294.1
male,41,40-44,52754.19,34542.9,18211.29
Male,37,35-39,45380.36,42971.66,2408.7
Female,34,30-34,62996.09,28873.69,34122.4
female,44,40-44,50876.85,26048.02,24828.83
Male,45,45-49,60175.64,46645.12,13530.52
female,30,30-34,52079.26,28616.71,23462.55
Female,45,45-49,58698.35,32933.23,25765.12
Female,34,30-34,63455.1,28613.27,34841.83
female,32,30-34,66809.3,17143.54,49665.76
Male,49,45-49,54909.47,27539.81,27369.66
male,44,40-44,41334.53,38889.41,2445.12
Female,42,40-44,48274.18,23521.47,24752.71
Male,53,50-54,49738.62,40546.37,9192.25
Male,45,45-49,44267.91,36109.15,8158.76
male,52,50-54,42598.46,21965.81,20632.65
Female,40,40-44,51745.01,20364.7,31380.31
Female,50,50-54,40166.92,20142.44,20024.48
Male,31,30-34,38226.0,26730.65,11495.35
Male,51,50-54,33055.64,21283.21,11772.43
male,35,35-39,54803.37,39758.52,15044.85
male,35,35-39,53412.48,20531.54,32880.94
Female,43,40-44,46753.24,22866.33,23886.91
female,54,50-54,59942.31,42150.79,17791.52
Female,40,40-44,40011.91,27892.54,12119.37
Male,37,35-39,53808.74,33371.75,20436.99
Female,37,35-39,50541.63,33716.12,16825.51
female,30,30-34,42593.2,18364.53,24228.67
male,50,50-54,45074.58,36422.23,8652.35
female,36,35-39,44305.04,34906.25,9398.79
female,35,35-39,52527.54,35220.08,17307.46
female,50,50-54,55934.29,24570.59,31363.7
male,37,35-39,45736.06,32295.61,13440.45
female,48,45-49,42878.95,28616.49,14262.46
female,51,50-54,51372.22,30745.1,20627.12
female,50,50-54,33482.49,23782.25,9700.24
Male,53,50-54,50343.57,28478.04,21865.53
female,49,45-49,65617.75,37815.21,27802.54
male,37,35-39,42960.37,14592.23,28368.14
female,43,40-44,48231.45,27072.35,21159.1
female,47,45-49,60245.62,35110.07,25135.55
male,54,50-54,57546.73,21297.13,36249.6
female,45,45-49,50618.39,33202.83,17415.56
male,38,35-39,49414.71,33752.28,15662.43
female,44,40-44,37644.42,28774.77,8869.65
male,39,35-39,54911.53,32409.98,22501.55
female,51,50-54,36566.25,43029.15,-6462.9
female,45,45-49,29348.15,24621.11,4727.04
Male,33,30-34,60081.03,18897.31,41183.72
Male,49,45-49,53869.86,26604.16,27265.7
female,42,40-44,58797.36,22044.0,36753.36
female,51,50-54,42634.9,33080.19,9554.71
Female,34,30-34,54663.64,26355.93,28307.71
male,51,50-54,45609.32,34904.9,10704.42
Female,36,35-39,46727.57,32329.48,14398.09
Male,52,50-54,59737.54,24518.34,35219.2
Male,38,35-39,48502.09,22619.24,25882.85
Male,37,35-39,43036.14,18855.56,24180.58
Male,45,45-49,36344.82,38411.2,-2066.38
female,35,35-39,53606.89,34195.62,19411.27
Male,45,45-49,60594.76,26713.57,33881.19
female,35,35-39,42168.72,34850.05,7318.67
female,43,40-44,56889.79,21165.08,35724.71
Male,50,50-54,40572.21,23001.14,17571.07
Male,30,30-34,57493.02,22201.94,35291.08
male,54,50-54,50329.14,32212.83,18116.31
Female,38,35-39,52678.36,25162.87,27515.49
Male,54,50-54,43025.9,18367.43,24658.47
male,53,50-54,53575.51,30730.61,22844.9
male,42,40-44,44023.13,34584.21,9438.92
Female,48,45-49,45863.27,28912.45,16950.82
female,46,45-49,34823.72,39117.99,-4294.27
Male,40,40-44,42278.48,36422.34,5856.14
Female,37,35-39,44745.05,38949.43,5795.62
Male,52,50-54,53128.1,36270.22,16857.88
male,34,30-34,55956.56,31886.92,24069.64
male,39,35-39,43920.68,20049.16,23871.52
female,36,35-39,48355.55,27230.95,21124.6
male,39,35-39,66863.85,25900.68,40963.17
male,33,30-34,51311.09,22892.01,28419.08
Female,38,35-39,44631.08,25401.52,19229.56
Male,43,40-44,33203.51,18284.41,14919.1
Male,31,30-34,41460.77,37071.54,4389.23
Female,54,50-54,41071.3,21528.7,19542.6
female,38,35-39,69778.74,36506.22,33272.52
Male,50,50-54,41515.42,40613.93,901.49
male,30,30-34,50510.43,23870.77,26639.66
Male,52,50-54,53707.58,25563.97,28143.61
male,39,35-39,61065.25,33988.35,27076.9
female,39,35-39,50080.24,26508.09,23572.15
Female,49,45-49,44896.85,23601.59,21295.26
Male,54,50-54,44234.63,33527.66,10706.97
Female,51,50-54,53563.8,24075.01,29488.79
Male,32,30-34,43156.61,47101.98,-3945.37
male,35,35-39,38958.19,34493.7,4464.49
Female,35,35-39,44894.96,35354.46,9540.5
Male,50,50-54,36755.16,29281.69,7473.47
male,31,30-34,68506.17,44903.85,23602.32
Female,47,45-49,55965.53,24058.93,31906.6
Female,52,50-54,66208.44,36085.31,30123.13
Male,31,30-34,54854.36,19294.41,35559.95
Male,41,40-44,65245.93,48348.95,16896.98
Male,51,50-54,53674.65,36559.21,17115.44
male,34,30-34,57261.81,22481.01,34780.8
Male,49,45-49,28662.81,34205.71,-5542.9
Female,36,35-39,40856.7,38501.98,2354.72
Female,53,50-54,50369.28,22847.74,27521.54
Male,45,45-49,50611.88,26317.45,24294.43
Male,49,45-49,49236.19,22051.97,27184.22
female,30,30-34,54529.95,33830.71,20699.24
Female,30,30-34,54942.03,31457.17,23484.86
male,46,45-49,58651.16,30251.29,28399.87
female,30,30-34,56689.94,23555.77,33134.17
Male,50,50-54,62040.87,28344.72,33696.15
Male,49,45-49,62122.34,24274.22,37848.12
Female,42,40-44,51746.64,33877.57,17869.07
Male,38,35-39,70816.49,21577.05,49239.44
male,44,40-44,63593.31,23608.45,39984.86
Female,32,30-34,41930.49,36522.48,5408.01
Male,43,40-44,53926.03,26480.87,27445.16
Female,52,50-54,31573.82,44087.29,-12513.47
Male,40,40-44,33258.02,31568.54,1689.48
Male,53,50-54,45005.06,15494.04,29511.02
Male,51,50-54,41245.55,19405.5,21840.05
male,41,40-44,45066.57,25277.67,19788.9
male,42,40-44,53284.94,35941.55,17343.39
Female,42,40-44,62252.9,35129.18,27123.72
Male,30,30-34,61717.52,26130.86,35586.66
Male,53,50-54,54131.94,39858.96,14272.98
male,39,35-39,39128.81,32629.85,6498.96
Male,32,30-34,44426.12,27446.94,16979.18
male,53,50-54,56371.83,39384.81,16987.02
Male,33,30-34,41738.83,23540.75,18198.08
Female,45,45-49,37330.83,34440.95,2889.88
