Payments,Costs,Profit,Age,Gender,AgeGroup
33950,9800,24150,18,female,18-24
50850,13550,37300,18,female,18-24
8400,7800,600,19,male,18-24
55700,14950,40750,18,female,18-24
43600,16250,27350,18,female,18-24
40150,9150,31000,18,female,18-24
10650,7500,3150,18,male,18-24
21150,11700,9450,31,Female,25-39
54200,18400,35800,18,female,18-24
11400,8050,3350,19,male,18-24
24150,9900,14250,33,Female,25-39
34800,13100,21700,19,female,18-24
51450,23000,28450,21,female,18-24
9350,9100,250,18,male,18-24
21450,12150,9300,35,Female,25-39
34700,20600,14100,18,female,18-24
49500,21350,28150,22,female,18-24
36750,9350,27400,18,female,18-24
56700,16250,40450,22,female,18-24
9900,7800,2100,19,male,18-24
7300,7950,-650,20,male,18-24
19500,10600,8900,26,male,25-39
8600,7600,1000,18,male,18-24
17450,12650,4800,37,male,25-39
23100,10200,12900,33,male,25-39
43500,10450,33050,19,female,18-24
10900,8350,2550,18,male,18-24
71300,20400,50900,18,female,18-24
13050,9050,4000,19,male,18-24
19850,13200,6650,32,Female,25-39
46150,12400,33750,18,female,18-24
15850,10700,5150,25,female,25-39
69100,23650,45450,21,female,18-24
40300,13650,26650,18,female,18-24
23750,14700,9050,30,male,25-39
49900,22650,27250,21,female,18-24
8550,7900,650,20,male,18-24
19250,7800,11450,27,male,25-39
46050,15950,30100,19,female,18-24
8500,7650,850,18,male,18-24
39550,15850,23700,19,female,18-24
24400,11550,12850,26,female,25-39
38350,14600,23750,19,female,18-24
10650,11650,-1000,41,female,40+
21950,20500,1450,18,female,18-24
21950,11100,10850,27,female,25-39
22000,11450,10550,27,male,25-39
22000,11700,10300,27,female,25-39
10900,6050,4850,18,male,18-24
8300,8800,-500,18,male,18-24
7850,8150,-300,18,male,18-24
13050,7000,6050,19,male,18-24
7500,5900,1600,18,male,18-24
55800,14950,40850,21,female,18-24
10100,8050,2050,18,male,18-24
11500,8950,2550,19,male,18-24
135650,43450,92200,21,male,18-24
12250,8450,3800,18,male,18-24
22750,13400,9350,18,female,18-24
20700,10750,9950,27,female,25-39
11100,6700,4400,18,male,18-24
10300,5900,4400,20,male,18-24
19500,10350,9150,25,female,25-39
8800,11500,-2700,40,male,40+
33550,14550,19000,19,female,18-24
11650,6750,4900,18,male,18-24
5700,8750,-3050,20,male,18-24
66950,24800,42150,21,female,18-24
21100,12900,8200,34,Female,25-39
38550,14950,23600,18,female,18-24
51150,13200,37950,18,female,18-24
13450,9600,3850,19,male,18-24
21000,10900,10100,33,male,25-39
7350,5800,1550,18,male,18-24
44050,18050,26000,22,female,18-24
108850,36500,72350,22,male,18-24
22800,11850,10950,32,Female,25-39
62250,10250,52000,18,female,18-24
13850,7900,5950,19,male,18-24
8250,8100,150,19,male,18-24
10500,8050,2450,20,male,18-24
24900,13100,11800,34,Female,25-39
9150,7750,1400,19,male,18-24
30650,16400,14250,19,female,18-24
17250,10100,7150,33,male,25-39
16650,12600,4050,26,female,25-39
19450,10150,9300,35,Female,25-39
12900,8850,4050,19,male,18-24
8800,7950,850,18,male,18-24
52300,16300,36000,21,female,18-24
43250,15150,28100,18,female,18-24
20750,9750,11000,29,male,25-39
8500,6450,2050,18,male,18-24
17300,13400,3900,25,male,25-39
29550,17900,11650,19,female,18-24
36400,13000,23400,19,female,18-24
40300,24150,16150,24,female,18-24
11500,8750,2750,20,male,18-24
18700,11950,6750,34,male,25-39
12050,7950,4100,19,male,18-24
4750,8850,-4100,19,male,18-24
11000,7400,3600,19,male,18-24
20650,12000,8650,32,Female,25-39
43900,15900,28000,19,female,18-24
67050,16600,50450,24,female,18-24
20000,11400,8600,26,male,25-39
15950,11450,4500,27,male,25-39
20700,14250,6450,36,Female,25-39
22950,15750,7200,18,female,18-24
9850,8400,1450,20,male,18-24
23050,11350,11700,25,female,25-39
13350,9350,4000,20,male,18-24
53100,23650,29450,21,female,18-24
35150,16850,18300,18,female,18-24
121350,36750,84600,23,male,18-24
21300,13550,7750,31,male,25-39
15850,13900,1950,25,female,25-39
7200,11100,-3900,18,male,18-24
6950,7850,-900,18,male,18-24
54550,14050,40500,18,female,18-24
13450,7700,5750,20,male,18-24
15350,8450,6900,30,male,25-39
41600,26150,15450,22,female,18-24
129850,49100,80750,21,male,18-24
9400,8150,1250,20,male,18-24
127450,47900,79550,23,male,18-24
45050,17900,27150,19,female,18-24
22300,10100,12200,31,Female,25-39
6700,6750,-50,20,male,18-24
21050,7250,13800,29,male,25-39
25150,13150,12000,19,female,18-24
6000,8000,-2000,20,male,18-24
33600,19050,14550,18,female,18-24
6250,9150,-2900,18,male,18-24
16350,10850,5500,27,female,25-39
20650,10100,10550,29,male,25-39
24750,11100,13650,27,female,25-39
21650,11650,10000,29,male,25-39
10800,7250,3550,18,male,18-24
9150,9400,-250,18,male,18-24
10350,8100,2250,19,male,18-24
43800,22800,21000,21,female,18-24
47500,19700,27800,21,female,18-24
118850,46100,72750,21,male,18-24
10450,7650,2800,18,male,18-24
47200,16450,30750,18,female,18-24
48850,15700,33150,22,female,18-24
9950,7350,2600,18,male,18-24
30800,6800,24000,18,female,18-24
9600,9350,250,20,male,18-24
43650,15600,28050,18,female,18-24
18400,13150,5250,32,Female,25-39
10300,6550,3750,19,male,18-24
10500,6950,3550,19,male,18-24
26650,12450,14200,27,male,25-39
11150,8500,2650,19,male,18-24
30050,18950,11100,19,female,18-24
30750,16050,14700,18,female,18-24
23350,12900,10450,25,female,25-39
44200,17750,26450,18,female,18-24
26500,15350,11150,27,male,25-39
9400,9400,0,18,male,18-24
124250,36650,87600,21,male,18-24
9850,9250,600,19,male,18-24
51850,24500,27350,21,female,18-24
58000,14750,43250,22,female,18-24
25050,13350,11700,27,male,25-39
46200,18950,27250,24,female,18-24
41150,13900,27250,18,female,18-24
6200,7800,-1600,18,male,18-24
18500,13750,4750,35,male,25-39
37050,17800,19250,18,female,18-24
22700,15550,7150,25,female,25-39
109100,42750,66350,21,male,18-24
8200,7850,350,19,male,18-24
15400,11050,4350,33,Female,25-39
41350,16200,25150,19,female,18-24
49350,22750,26600,21,female,18-24
9450,9100,350,18,male,18-24
34500,16900,17600,18,female,18-24
9450,6850,2600,18,male,18-24
34600,14250,20350,18,female,18-24
18200,11500,6700,30,male,25-39
10500,9750,750,18,male,18-24
7700,9850,-2150,19,male,18-24
36700,22450,14250,21,female,18-24
28000,10200,17800,26,female,25-39
25950,13550,12400,25,female,25-39
7200,9750,-2550,18,male,18-24
11350,7650,3700,19,male,18-24
51800,23150,28650,22,female,18-24
47450,14900,32550,18,female,18-24
33400,12300,21100,18,female,18-24
8650,7650,1000,20,male,18-24
11150,9150,2000,18,male,18-24
30100,11400,18700,18,female,18-24
24000,10400,13600,38,Female,25-39
36950,13300,23650,18,female,18-24
9450,10350,-900,20,male,18-24
6350,8000,-1650,19,male,18-24
14350,8000,6350,19,male,18-24
51800,23950,27850,24,female,18-24
21400,11350,10050,30,male,25-39
41600,13950,27650,18,female,18-24
13650,8700,4950,18,male,18-24
6450,7100,-650,19,male,18-24
22250,11700,10550,35,Female,25-39
9300,7350,1950,20,male,18-24
55450,26600,28850,21,female,18-24
49350,8800,40550,19,female,18-24
25350,10050,15300,25,male,25-39
25700,21000,4700,34,Female,25-39
12600,10000,2600,18,male,18-24
12300,9150,3150,18,male,18-24
21800,11700,10100,25,female,25-39
18250,11150,7100,29,FEMALE,25-39
10450,5150,5300,19,male,18-24
21900,13000,8900,36,Female,25-39
11550,9400,2150,18,male,18-24
12650,15050,-2400,27,female,25-39
11250,8000,3250,18,male,18-24
7000,8000,-1000,18,male,18-24
20950,11100,9850,33,Female,25-39
121000,30300,90700,23,male,18-24
23200,13900,9300,32,Female,25-39
29700,11200,18500,19,female,18-24
22450,12850,9600,31,male,25-39
48200,14500,33700,19,female,18-24
22850,10550,12300,25,male,25-39
50400,15750,34650,19,female,18-24
8000,9600,-1600,20,male,18-24
48950,24150,24800,23,female,18-24
10350,8450,1900,18,male,18-24
143000,39600,103400,21,male,18-24
25500,12450,13050,29,FEMALE,25-39
11600,7900,3700,19,male,18-24
38850,14900,23950,18,female,18-24
49450,16200,33250,19,female,18-24
13000,10600,2400,33,male,25-39
14600,10700,3900,28,FEMALE,25-39
11150,7250,3900,18,male,18-24
10900,7450,3450,18,male,18-24
18600,11200,7400,25,female,25-39
45950,14650,31300,18,female,18-24
18450,13100,5350,32,male,25-39
10350,7450,2900,19,male,18-24
9400,8150,1250,18,male,18-24
5900,6450,-550,19,male,18-24
6950,6850,100,19,male,18-24
11650,15550,-3900,29,FEMALE,25-39
7950,7250,700,18,male,18-24
46400,11350,35050,19,female,18-24
11350,11500,-150,40,female,40+
9200,11550,-2350,42,female,40+
25350,16250,9100,36,Female,25-39
13300,8050,5250,19,male,18-24
118450,39550,78900,21,male,18-24
8650,6900,1750,18,male,18-24
9850,7900,1950,19,male,18-24
18800,17250,1550,26,male,25-39
25100,13600,11500,26,male,25-39
119150,42750,76400,21,male,18-24
11150,7450,3700,18,male,18-24
7450,7250,200,19,male,18-24
20350,12400,7950,32,Female,25-39
20950,10450,10500,29,male,25-39
9950,8000,1950,18,male,18-24
41850,14750,27100,18,female,18-24
19500,12900,6600,26,male,25-39
11250,5750,5500,18,male,18-24
33400,12950,20450,18,female,18-24
37300,12200,25100,19,female,18-24
56400,19450,36950,19,female,18-24
25050,12400,12650,30,FEMALE,25-39
16100,8950,7150,28,male,25-39
9300,8250,1050,19,male,18-24
22300,10800,11500,32,male,25-39
6300,8050,-1750,19,male,18-24
9150,7150,2000,20,male,18-24
19100,11150,7950,33,male,25-39
36750,10000,26750,19,female,18-24
21050,14300,6750,25,female,25-39
8250,8500,-250,20,male,18-24
19900,10500,9400,36,Female,25-39
39000,15300,23700,19,female,18-24
6750,8100,-1350,18,male,18-24
19950,11350,8600,28,male,25-39
26950,11450,15500,19,female,18-24
33050,18100,14950,19,female,18-24
13350,8150,5200,20,male,18-24
9100,5700,3400,20,male,18-24
20200,13800,6400,34,Female,25-39
42250,15550,26700,18,female,18-24
11000,8400,2600,18,male,18-24
33850,12950,20900,19,female,18-24
9500,6850,2650,18,male,18-24
7400,5850,1550,19,male,18-24
124050,41550,82500,21,male,18-24
8700,7500,1200,18,male,18-24
8200,6450,1750,18,male,18-24
17600,12100,5500,27,female,25-39
32500,16000,16500,18,female,18-24
36600,16950,19650,18,female,18-24
9750,7600,2150,19,male,18-24
15250,12050,3200,29,FEMALE,25-39
53000,21100,31900,21,female,18-24
47550,12700,34850,18,female,18-24
42200,20250,21950,22,female,18-24
21900,11700,10200,36,Female,25-39
8100,4800,3300,20,male,18-24
32850,13500,19350,19,female,18-24
47250,20900,26350,21,female,18-24
24850,14100,10750,33,Female,25-39
43050,13750,29300,19,female,18-24
42550,13500,29050,18,female,18-24
43450,15900,27550,19,female,18-24
11700,5850,5850,18,male,18-24
27450,18750,8700,19,female,18-24
37950,16300,21650,18,female,18-24
24200,10000,14200,31,male,25-39
18150,13800,4350,33,Female,25-39
7400,7800,-400,19,male,18-24
38800,10400,28400,18,female,18-24
63100,11450,51650,21,female,18-24
48400,16450,31950,22,female,18-24
36550,18650,17900,18,female,18-24
21250,13150,8100,38,Female,25-39
15750,13700,2050,33,male,25-39
49350,18600,30750,18,female,18-24
126700,36900,89800,23,male,18-24
42950,21500,21450,21,female,18-24
20100,9800,10300,31,male,25-39
35300,18150,17150,18,female,18-24
10750,7500,3250,19,male,18-24
22650,12600,10050,25,female,25-39
10000,9450,550,18,male,18-24
11400,7950,3450,18,male,18-24
52950,21850,31100,21,female,18-24
21950,13750,8200,31,male,25-39
11350,7850,3500,18,male,18-24
7100,6350,750,18,male,18-24
35600,7450,28150,18,female,18-24
6550,8450,-1900,20,male,18-24
6950,7850,-900,18,male,18-24
106550,36400,70150,22,male,18-24
11600,7650,3950,19,male,18-24
69750,16300,53450,21,female,18-24
41200,9700,31500,18,female,18-24
9700,7100,2600,19,male,18-24
52950,20250,32700,22,female,18-24
19350,11100,8250,20,female,18-24
130550,36600,93950,22,male,18-24
39200,16450,22750,19,female,18-24
5750,7200,-1450,18,male,18-24
48450,15050,33400,18,female,18-24
7150,8400,-1250,19,male,18-24
9300,7600,1700,18,male,18-24
39300,15600,23700,19,female,18-24
10000,8000,2000,18,male,18-24
18700,13650,5050,37,male,25-39
46950,17400,29550,19,female,18-24
18700,12900,5800,34,male,25-39
43900,10850,33050,18,female,18-24
29950,18350,11600,19,female,18-24
47550,11500,36050,18,female,18-24
49750,19550,30200,24,female,18-24
21550,14500,7050,28,male,25-39
10650,8050,2600,20,male,18-24
40000,24400,15600,21,female,18-24
8250,10750,-2500,18,male,18-24
8450,8100,350,39,male,25-39
27950,11950,16000,32,male,25-39
8300,6050,2250,18,male,18-24
14350,13050,1300,26,male,25-39
13800,7800,6000,18,male,18-24
12400,9450,2950,18,male,18-24
18250,14000,4250,26,female,25-39
16450,14550,1900,35,Female,25-39
29850,16000,13850,19,female,18-24
132850,36600,96250,22,male,18-24
36200,17000,19200,18,female,18-24
30450,11200,19250,19,female,18-24
34600,10550,24050,18,female,18-24
20500,12950,7550,39,Female,25-39
11950,8350,3600,18,male,18-24
10600,7500,3100,18,male,18-24
49350,17200,32150,24,female,18-24
50650,21250,29400,24,female,18-24
24000,11450,12550,34,Female,25-39
47900,20050,27850,24,female,18-24
18950,15900,3050,33,Female,25-39
25700,14200,11500,27,female,25-39
38350,17350,21000,19,female,18-24
11950,8000,3950,20,male,18-24
10050,7700,2350,18,male,18-24
41900,16950,24950,19,female,18-24
46000,14100,31900,19,female,18-24
36950,16750,20200,19,female,18-24
9300,8400,900,19,male,18-24
9700,7600,2100,19,male,18-24
8250,8050,200,18,male,18-24
12450,9400,3050,18,male,18-24
9800,6700,3100,18,male,18-24
15000,11100,3900,29,FEMALE,25-39
54350,25450,28900,22,female,18-24
16600,13250,3350,25,female,25-39
11300,8400,2900,19,male,18-24
10150,7700,2450,18,male,18-24
59250,14750,44500,19,female,18-24
10900,8450,2450,18,male,18-24
49800,26300,23500,22,female,18-24
58800,24300,34500,21,female,18-24
10850,7800,3050,19,male,18-24
50550,13950,36600,18,female,18-24
9650,7950,1700,18,male,18-24
25400,13450,11950,26,female,25-39
10650,7350,3300,19,male,18-24
25100,13800,11300,36,Female,25-39
123800,35200,88600,23,male,18-24
8500,8500,0,18,male,18-24
31200,15550,15650,19,female,18-24
12400,8750,3650,19,male,18-24
33350,10850,22500,19,female,18-24
43300,16350,26950,21,female,18-24
10200,9600,600,19,male,18-24
135350,40650,94700,23,male,18-24
25350,12100,13250,33,Female,25-39
11600,6600,5000,19,male,18-24
33700,18350,15350,18,female,18-24
14650,11100,3550,30,male,25-39
30000,15800,14200,19,female,18-24
9800,7700,2100,20,male,18-24
21350,11800,9550,27,female,25-39
10150,6050,4100,18,male,18-24
11650,7450,4200,18,male,18-24
41600,17550,24050,18,female,18-24
11000,6700,4300,20,male,18-24
7800,8350,-550,20,male,18-24
120250,44850,75400,21,male,18-24
25100,10000,15100,37,male,25-39
36900,13250,23650,18,female,18-24
35000,10450,24550,19,female,18-24
46350,14800,31550,18,female,18-24
9700,7050,2650,19,male,18-24
19700,10250,9450,28,FEMALE,25-39
11450,8550,2900,18,male,18-24
33700,12900,20800,18,female,18-24
130150,35750,94400,22,male,18-24
130400,35950,94450,22,male,18-24
11450,8600,2850,19,male,18-24
8800,8100,700,18,male,18-24
7550,8600,-1050,20,male,18-24
7450,6000,1450,19,male,18-24
13150,8600,4550,18,male,18-24
18150,10750,7400,34,Female,25-39
6750,9100,-2350,18,male,18-24
64750,21750,43000,22,female,18-24
33500,11600,21900,18,female,18-24
9850,7750,2100,18,male,18-24
15850,11700,4150,35,Female,25-39
23700,13100,10600,27,female,25-39
38950,14300,24650,18,female,18-24
44700,12100,32600,19,female,18-24
45100,14800,30300,18,female,18-24
18600,10650,7950,30,male,25-39
13000,13700,-700,25,female,25-39
12300,8950,3350,19,male,18-24
36200,11900,24300,18,female,18-24
122300,44850,77450,21,male,18-24
18900,10650,8250,36,Female,25-39
7700,8600,-900,18,male,18-24
15200,11500,3700,34,Female,25-39
32150,21250,10900,19,female,18-24
49800,20450,29350,24,female,18-24
65100,23600,41500,24,female,18-24
41650,15800,25850,18,female,18-24
6700,8100,-1400,18,male,18-24
49900,14800,35100,19,female,18-24
21150,12600,8550,37,male,25-39
13600,9100,4500,20,male,18-24
40950,12500,28450,18,female,18-24
11550,7000,4550,18,male,18-24
44350,11000,33350,18,female,18-24
42650,10350,32300,19,female,18-24
15550,14500,1050,25,female,25-39
43600,26650,16950,21,female,18-24
29250,16500,12750,19,female,18-24
10800,8200,2600,19,male,18-24
8850,6600,2250,18,male,18-24
6200,6950,-750,19,male,18-24
9850,10550,-700,18,male,18-24
38450,19950,18500,18,female,18-24
8700,8500,200,18,male,18-24
35650,15950,19700,18,female,18-24
25050,9950,15100,29,male,25-39
24800,11250,13550,25,female,25-39
12050,6850,5200,19,male,18-24
52350,16950,35400,18,female,18-24
17250,13000,4250,29,FEMALE,25-39
9600,6200,3400,18,male,18-24
10900,7450,3450,20,male,18-24
16500,8600,7900,26,female,25-39
21100,12500,8600,27,male,25-39
44550,27650,16900,21,female,18-24
124100,38250,85850,21,male,18-24
122550,38750,83800,22,male,18-24
35600,19850,15750,18,female,18-24
36050,17950,18100,19,female,18-24
7900,12000,-4100,26,female,25-39
7600,6850,750,20,male,18-24
129000,39900,89100,21,male,18-24
38500,18800,19700,18,female,18-24
52050,17000,35050,19,female,18-24
25750,9150,16600,32,Female,25-39
10800,9150,1650,20,male,18-24
32550,11000,21550,19,female,18-24
14050,8700,5350,20,male,18-24
23250,18300,4950,20,female,18-24
8300,6850,1450,18,male,18-24
24500,11350,13150,33,Female,25-39
19900,11500,8400,25,male,25-39
8000,8800,-800,20,male,18-24
7050,8650,-1600,20,male,18-24
50450,16800,33650,22,female,18-24
9800,7200,2600,20,male,18-24
8450,7050,1400,19,male,18-24
18400,12300,6100,34,Female,25-39
9950,8300,1650,18,male,18-24
26600,22900,3700,18,female,18-24
10950,7300,3650,19,male,18-24
53850,20400,33450,21,female,18-24
9850,8350,1500,18,male,18-24
10450,8400,2050,20,male,18-24
47350,15250,32100,18,female,18-24
34800,10850,23950,19,female,18-24
43250,17650,25600,18,female,18-24
16300,11900,4400,25,male,25-39
18250,9600,8650,27,male,25-39
23600,13350,10250,33,Female,25-39
10000,7750,2250,19,male,18-24
124100,36900,87200,23,male,18-24
51350,10950,40400,19,female,18-24
30950,16400,14550,18,female,18-24
40800,18700,22100,19,female,18-24
52500,18800,33700,22,female,18-24
12350,8250,4100,20,male,18-24
11550,8650,2900,42,female,40+
51900,10750,41150,19,female,18-24
97350,37500,59850,21,male,18-24
17250,13550,3700,35,Female,25-39
9800,7900,1900,18,male,18-24
8650,9050,-400,18,male,18-24
20150,11750,8400,37,Female,25-39
36800,19000,17800,18,female,18-24
18750,11900,6850,34,Female,25-39
53450,21550,31900,21,female,18-24
9050,9250,-200,20,male,18-24
133600,41600,92000,22,male,18-24
10800,12950,-2150,27,male,25-39
6000,9850,-3850,18,male,18-24
53900,13250,40650,18,female,18-24
8650,7050,1600,18,male,18-24
6000,7550,-1550,18,male,18-24
10900,6750,4150,19,male,18-24
7500,9350,-1850,18,male,18-24
53150,17900,35250,22,female,18-24
7600,9000,-1400,20,male,18-24
12500,7800,4700,18,male,18-24
48250,12650,35600,19,female,18-24
32250,14800,17450,18,female,18-24
9200,8150,1050,18,male,18-24
23650,12250,11400,29,male,25-39
19500,12500,7000,25,female,25-39
12050,7800,4250,19,male,18-24
5550,9000,-3450,20,male,18-24
54350,14050,40300,23,female,18-24
28300,11900,16400,18,female,18-24
37700,13750,23950,19,female,18-24
9700,7800,1900,20,male,18-24
9300,7100,2200,19,male,18-24
33150,12050,21100,18,female,18-24
9100,6100,3000,20,male,18-24
20450,15150,5300,28,FEMALE,25-39
11650,7850,3800,18,male,18-24
104100,42900,61200,22,male,18-24
47600,20200,27400,18,female,18-24
6000,10900,-4900,19,male,18-24
9350,7750,1600,18,male,18-24
15550,13350,2200,29,male,25-39
52100,20500,31600,18,female,18-24
37200,14800,22400,18,female,18-24
40200,18500,21700,18,female,18-24
22150,13550,8600,25,female,25-39
50050,19750,30300,19,female,18-24
12150,8650,3500,19,male,18-24
45500,9450,36050,19,female,18-24
50350,16600,33750,18,female,18-24
14100,10800,3300,34,male,25-39
25150,14500,10650,33,Female,25-39
18900,14650,4250,36,male,25-39
17400,11700,5700,33,male,25-39
